position,description,certificate,company,city,sks,period,link,start_intern,end_intern,start_regis,end_regis
Assistant Genomic Specialist,KalGenEx (Kalbe’s Genomic Business Experience),Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/5e36d38e-b26e-11eb-9935-da7ada3d00eb,01 Jul 2021,31 Dec 2021,01 Jun 2021,30 Jun 2021
Associate Product Manager Intern ,#InternAtCampaign - Product Development,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/a48a5dd0-adbe-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
ATM Support,Metodologi ATM Monitoring,Bersertifikat,Bank CIMB Niaga ,Kota Tangerang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/abdf01f4-a952-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,14 Jun 2021,31 Jul 2021
Automation Engineer  & Technology Architect, Optimisasi Cabang DBS untuk Melayani Nasabah dan Karyawan dengan Lebih Baik ,Bersertifikat,Bank DBS Indonesia ,"DKI Jakarta, Medan, Surabaya",20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/3b48d29b-a8c3-11eb-87b2-c2c15332c25a,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Automation Finance Officer,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/fad57a7e-a93d-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Automation Tester ,digibank Development Project,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/b4e87f6a-a8e6-11eb-b34d-7e0867a6abdb,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
B2B team (Bussiness to Bussiness),-,Bersertifikat,Paragon Technology and Innovation ,"Jakarta, Bogor, Bandung, Semarang, Jogja, Surabaya",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/344543d8-a97b-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Backend Developer,-,Bersertifikat,Bank BRI ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/dfffac93-a959-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Jan 2022,01 Jul 2021,01 Aug 2021
Back End Developer,DigiKnow - Digital Knowledge Management System,Bersertifikat,Telkom ,"Sukasari,  Kota Bandung, Jawa barat",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/1dbcbb06-a9c3-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Back End Developer,Integrated Learning Management System for Corporate Innovation,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/92a4de91-a9c3-11eb-87b2-c2c15332c25a,01 Jul 2021,31 Dec 2021,15 Jun 2021,30 Jun 2021
Back End Developer,Program Magang & Independent Studies by Lumintu Logic,Bersertifikat,Lumintu Logic ,Yogyakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9f9081d8-c2d2-473e-9fcf-25f3061c04ea/c141f878-a77e-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Back-End Developer,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 2 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/cf30dbde-a958-11eb-b34d-7e0867a6abdb,19 Nov 2021,14 Jan 2022,07 Jun 2021,25 Jun 2021
Back-End Developer,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/1ef322b0-a958-11eb-b34d-7e0867a6abdb,20 Oct 2021,03 Nov 2021,07 Jun 2021,25 Jun 2021
Back-End Developer,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 2 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/740db6d7-a957-11eb-87b2-c2c15332c25a,23 Aug 2021,04 Oct 2021,07 Jun 2021,30 Jun 2021
Back-End Developer,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS,< 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/bc32a65e-a957-11eb-b34d-7e0867a6abdb,05 Oct 2021,19 Oct 2021,07 Jun 2021,25 Jun 2021
Back-End Developer,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS,< 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/85b85290-a958-11eb-87b2-c2c15332c25a,04 Nov 2021,18 Nov 2021,07 Jun 2021,25 Jun 2021
BackEnd Developer,Learning Management For Industri Kreatif,Bersertifikat,MKA ,"Balikpapan, Kalimantan Timur",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab/6aabf1d5-a9c8-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,11 Jun 2021,15 Jul 2021
 Back-end Developer Intern,#InternAtCampaign - Developer,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/2ef9d3a2-adbe-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Back End Developer Intern,Back End Laravel Development Training + Internship,Bersertifikat,Hacktiv8 ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50753d41-eeea-4008-b9d1-b1b09bfbc395/ccf7ab0d-a7f7-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,01 Jun 2021,30 Jun 2021
Backend Engineer,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/b39f03de-aed2-11eb-916a-fec524a7507d,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Backend Engineer ,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/f1aafc59-aecf-11eb-916a-fec524a7507d,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Backend Engineer ,The INTERNerary,Bersertifikat,tiket.com ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/98eb0aec-3181-4f8c-8b01-25e24af7129b/9aa423fa-a8f1-11eb-87b2-c2c15332c25a,09 Aug 2021,14 Feb 2022,28 Jun 2021,26 Jul 2021
Back End Engineer Intern,-,Bersertifikat,Traveloka ,Kab. Tangerang,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38b1780f-5eac-4fb2-922b-a38c739477e3/c640b98f-a89a-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,14 Jun 2021,23 Jul 2021
Back End Engineer - Online Based,Sanggar Rahsa,Bersertifikat,Rahsa Nusantara ,Kota Bandung,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/66c77515-2e44-4273-82d4-2fbf96dbd52b/56a3d4f6-a8cf-11eb-b34d-7e0867a6abdb,23 Aug 2021,20 Feb 2022,07 May 2021,23 Jul 2021
Backend Intern,Web application development,Bersertifikat,Kalbe ,Sunter Altira,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/a1fcd0fe-a9bf-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Back-End Intern,DANApprentice,Bersertifikat,DANA ,"DANA Indonesia. Capital Place 18th Floor, Jend. Gatot Subroto Kav. 18, Jakarta Selatan – 12710",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3f963ff0-ec3c-4f76-ac01-8e342851787e/b89e14be-a416-11eb-8111-3ad4ca063f4f,01 Sep 2021,01 Feb 2022,15 Jun 2021,06 Aug 2021
Back End Programmer,Pengembangan inovasi aplikasi smart city dan smart enterprise,Bersertifikat,Citiasia Inc. ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/9ccad27b-a966-11eb-87b2-c2c15332c25a,28 Jun 2021,24 Dec 2021,14 Jun 2021,27 Jun 2021
Bid Management & Business Intelligence ,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/c0f61102-a93a-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Branch Service Management Support, Optimisasi Cabang DBS untuk Melayani Nasabah dan Karyawan dengan Lebih Baik ,Bersertifikat,Bank DBS Indonesia ,"DKI Jakarta, Medan, Surabaya",20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/1db13419-a8c2-11eb-87b2-c2c15332c25a,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Brand Activation Wardah,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/4bd4e552-a969-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Brand Development Emina (Digital & E-commerce),-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/777687a4-a969-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Brand Development Kahf,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/d1c3728e-a968-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Brand Development Make Over,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/9a3f5b59-a969-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Branding Marketing,-,Bersertifikat,Bank BRI ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/04fbdd83-a998-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Feb 2022,01 Jul 2021,01 Aug 2021
Brand/Marketing Intern,"Media Communications Inotiative Program, Webinar Edukasi Medis (SKP) by Zoom, Media Communications Inotiative Program, Social Media & Website Analytics",Bersertifikat,Kalbe ,"Sunter, North Jakarta",20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/969ddb51-be91-11eb-ad3a-7a6e90210746,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Brand Public Relation,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/c5b72cbf-a969-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Brand Social Interns,Program Magang Lazada Indonesia Marketing Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/7afff2c2-a997-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Business Accelerator (BAC),-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/3e76786a-a8fb-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,29 Apr 2021,31 May 2021
Business Administrator,Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/9f5b446c-a9ac-11eb-87b2-c2c15332c25a,23 Aug 2021,11 Feb 2022,07 Jun 2021,23 Jul 2021
Business analyst,Robotic Process Automation,Bersertifikat,PT Bank Mandiri (Persero) Tbk ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/875a41ac-8ad4-4a1f-9d91-e6afb053ecba/b5f6fa5c-a998-11eb-b34d-7e0867a6abdb,01 Sep 2021,28 Feb 2022,01 Jul 2021,31 Aug 2021
Business Analyst,PROJECT MANAGEMENT,Bersertifikat,Telkom ,Jakarta/Bandung,20 SKS , 15 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/a76f40ae-a9bc-11eb-87b2-c2c15332c25a,02 Aug 2021,30 Nov 2022,15 Jun 2021,30 Jul 2021
Business Analyst,Business Analyst,Bersertifikat,BCA ,Kota Jakarta Barat,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a7e142f-1562-49c4-865d-26bfc2cb3dfe/1ef7304a-a9ce-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jul 2022,01 Jun 2021,16 Jul 2021
Business Analyst,BUSINESS DEVELOPMENT FOR DIGITAL BUSINESS (MOSHEALTH & MOSTRANS),Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/f36893b2-a8e5-11eb-87b2-c2c15332c25a,23 Aug 2021,26 Jan 2022,14 Jun 2021,23 Jul 2021
Business Analyst,PROJECT MANAGEMENT,Bersertifikat,Telkom ,Jakarta/Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/440d7de8-a9b9-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,30 Jul 2021
Business Analyst,PENGEMBANGAN APLIKASI MOBILE DALAM IMPLEMENTASI ENTERPRISE RESOURCES PLANNING,Bersertifikat,Andromedia ,Surabaya,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/93969375-80cd-4cdc-b518-690d00bf6d48/e07d51ab-be2d-11eb-9246-ce3970ba1d3e,02 Aug 2021,31 Dec 2021,01 Jun 2021,17 Jul 2021
Business Analyst,PROJECT MANAGEMENT,Bersertifikat,Telkom ,Jakarta/Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/e53365fd-a9b6-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,30 Jul 2021
Business Campaign Internship,Business Campaign Internship,Bersertifikat,BCA ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a7e142f-1562-49c4-865d-26bfc2cb3dfe/ea108a62-a9a4-11eb-b34d-7e0867a6abdb,01 Aug 2021,28 Feb 2022,01 Jun 2021,16 Jul 2021
Business Development,Shopee Apprentice Program,Bersertifikat,Shopee ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/10ad2646-1ac9-423e-bb37-fe2cc73e780d/d828b567-a903-11eb-87b2-c2c15332c25a,01 Jul 2021,30 Dec 2021,01 Jun 2021,30 Jun 2021
Business Development,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/d5ddbf25-a98d-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
Business Development,Project Management,Bersertifikat,Telkom ,Jakarta,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/698494db-a9ba-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
"Business Development (1 Position Offline Based, 2 Positions Online Based)",Sanggar Rahsa,Bersertifikat,Rahsa Nusantara ,Kota Bandung,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/66c77515-2e44-4273-82d4-2fbf96dbd52b/cf10662f-a8c2-11eb-b34d-7e0867a6abdb,23 Aug 2021,20 Feb 2022,07 May 2021,23 Jul 2021
Business Development and Partnership,Grab Campus Apprenticeship,Bersertifikat,Grab Indonesia ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/887a705c-2e58-4790-ab7a-188fde3943ae/2b58d256-a81b-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,07 Jun 2021,25 Jun 2021
Business Development Intern,Business Development Internship Program,Bersertifikat,Binar Academy ,Kota Tangerang Selatan,20 SKS , 3 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2f7c9cd0-ddbc-4ac6-a7ed-2bd6e59ba179/2b4a33e3-a853-11eb-b34d-7e0867a6abdb,01 Aug 2021,30 Nov 2021,15 Jun 2021,30 Jun 2021
Business Development Intern ,BUSINESS DEVELOPMENT,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/695f8efc-a9bf-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Business Development & Marketing,BUSINESS DEVELOPMENT FOR DIGITAL BUSINESS (MOSHEALTH & MOSTRANS),Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/21736a5b-a8e2-11eb-87b2-c2c15332c25a,23 Aug 2021,26 Jan 2022,14 Jun 2021,23 Jul 2021
Business Innovation & Development (GCIO),-,Bersertifikat,Paragon Technology and Innovation ,seluruh kota (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/7bdb635a-a901-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,29 Apr 2021,31 May 2021
Business Marketing,Affiliate Apps,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/63b95577-a807-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Business Marketing,Campus Marketplace,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/dc1fe8ac-a8b5-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Business Operation Officer,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/7565511e-a943-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Business Operations LazMall Interns,Program Magang Lazada Indonesia LazMall Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/b83ae208-a99e-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Business Performance Engineer,Managing Advance Business Performance Measurement Calculations,Bersertifikat,Bank CIMB Niaga ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/6e8cd7e5-a955-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,14 Jun 2021,31 Jul 2021
Business Process Admin,Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/8409e9cc-a9b3-11eb-b34d-7e0867a6abdb,23 Aug 2021,11 Feb 2022,07 Jun 2021,23 Jul 2021
Business Process Analyst  ,First Journey to Become ASSA SPEED Racers!,Bersertifikat,ASSA ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/631c1888-6d99-43db-bfff-086dafc150c3/fc414386-a978-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,12 Jun 2021,31 Jul 2021
Business Process Analyst Internship,Peningkatan Efektivitas dan Efisiensi tenaga kerja dengan mengoptimalkan proses kerja dan meningkatkan produtivitas tenaga kerja.,Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/17fc07e8-a991-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Business Representative,First Journey to Become ASSA SPEED Racers!,Bersertifikat,ASSA ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/631c1888-6d99-43db-bfff-086dafc150c3/b272da1c-a975-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,12 Jun 2021,31 Jul 2021
Business/System Analyst,DigiKnow - Digital Knowledge Management System,Bersertifikat,Telkom ,"Sukasari,  Kota Bandung, Jawa barat",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/826c925d-a9c4-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Business Team Intern ,EMII - ELECTRONIC MEDICAL INTEGRATED INFORMATION,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/32eda0e9-a9b3-11eb-b34d-7e0867a6abdb,02 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
"""by.U Community Staff """,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/9e6403b3-a8f8-11eb-b34d-7e0867a6abdb,04 Aug 2021,04 Jan 2022,07 Jun 2021,30 Jun 2021
by.U Creative Executive,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/654a2ee0-a955-11eb-87b2-c2c15332c25a,04 Aug 2021,04 Jan 2022,07 Jun 2021,30 Jun 2021
by.U Funnel Optimization,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/fc443a0a-a955-11eb-87b2-c2c15332c25a,04 Aug 2021,04 Jan 2022,07 Jun 2021,30 Jun 2021
Campaign Marketing,Vidio Market Acceleration Project,Bersertifikat,Vidio ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9/bb46b149-a95c-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,07 Jun 2021,23 Jul 2021
Campaign Organizer Outreach Intern,InternAtCampaign - Engagement and Communication,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/977ce3c8-adb9-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Care and Responder,Vidio Market Acceleration Project,Bersertifikat,Vidio ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9/b73fd77b-a95e-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,07 Jun 2021,23 Jul 2021
